uri_s,count
https://hal-paris1.archives-ouvertes.fr/hal-01500338,0
https://hal.archives-ouvertes.fr/hal-01659979,0
https://hal.archives-ouvertes.fr/hal-01503929,0
https://hal-paris1.archives-ouvertes.fr/hal-01463004,0
https://halshs.archives-ouvertes.fr/halshs-01674689,0
https://hal.archives-ouvertes.fr/hal-01441828,0
https://hal.archives-ouvertes.fr/hal-01907979,0
https://hal.archives-ouvertes.fr/hal-02276269,0
https://halshs.archives-ouvertes.fr/halshs-01932749,0
https://hal.archives-ouvertes.fr/hal-02973212,0
https://halshs.archives-ouvertes.fr/halshs-01788075,0
https://hal.archives-ouvertes.fr/hal-01423571,0
https://halshs.archives-ouvertes.fr/halshs-01427016,0
https://halshs.archives-ouvertes.fr/halshs-02309267,0
https://hal-paris1.archives-ouvertes.fr/hal-01387558,0
https://hal.archives-ouvertes.fr/hal-02867917,0
https://halshs.archives-ouvertes.fr/halshs-02316440,0
https://halshs.archives-ouvertes.fr/halshs-02372975,0
https://hal.archives-ouvertes.fr/hal-02076848,0
https://hal.archives-ouvertes.fr/hal-02385253,0
https://hal-cnam.archives-ouvertes.fr/hal-02485454,0
https://hal.archives-ouvertes.fr/hal-02973213,0
https://halshs.archives-ouvertes.fr/halshs-02327341,0
https://hal.archives-ouvertes.fr/hal-02866746,0
https://hal.archives-ouvertes.fr/hal-01824123,0
https://hal.archives-ouvertes.fr/hal-02483526,0
https://hal.archives-ouvertes.fr/hal-02296502,0
https://halshs.archives-ouvertes.fr/halshs-02617232,0
https://halshs.archives-ouvertes.fr/halshs-02381019v2,0
https://halshs.archives-ouvertes.fr/halshs-01592736,0
https://hal.archives-ouvertes.fr/hal-02908426,0
https://hal.archives-ouvertes.fr/hal-02483547,0
https://hal.archives-ouvertes.fr/hal-02065222,0
https://hal.archives-ouvertes.fr/hal-03047386,0
https://hal.archives-ouvertes.fr/hal-02343003,0
https://hal.archives-ouvertes.fr/hal-02320420,0
https://halshs.archives-ouvertes.fr/halshs-02292824,0
https://halshs.archives-ouvertes.fr/halshs-01617023,1
https://halshs.archives-ouvertes.fr/halshs-01917629,0
https://halshs.archives-ouvertes.fr/halshs-01899495,0
https://halshs.archives-ouvertes.fr/halshs-01906243,0
https://halshs.archives-ouvertes.fr/halshs-02083135,0
https://halshs.archives-ouvertes.fr/halshs-01906259,0
https://halshs.archives-ouvertes.fr/halshs-01744022,0
https://hal.archives-ouvertes.fr/hal-03201914,0
https://hal.archives-ouvertes.fr/hal-02568547,0
https://hal.archives-ouvertes.fr/hal-03226589,0
https://hal.archives-ouvertes.fr/hal-03023479,0
https://hal.archives-ouvertes.fr/hal-01138383v2,2
https://hal-enpc.archives-ouvertes.fr/hal-01425105,0
https://hal.archives-ouvertes.fr/hal-02141750,0
https://hal.archives-ouvertes.fr/hal-01492508,0
https://hal.archives-ouvertes.fr/hal-01709060,0
https://hal.archives-ouvertes.fr/hal-01668131,0
https://hal.archives-ouvertes.fr/hal-02067993,0
https://hal.archives-ouvertes.fr/hal-01668132,0
https://hal.archives-ouvertes.fr/hal-01403266,0
https://hal.archives-ouvertes.fr/hal-02391140,0
https://halshs.archives-ouvertes.fr/halshs-01906189,0
https://hal.archives-ouvertes.fr/hal-02919936,0
https://hal.archives-ouvertes.fr/hal-02800608,0
https://hal.archives-ouvertes.fr/hal-03051879,0
https://hal.archives-ouvertes.fr/hal-03217447,0
https://hal.archives-ouvertes.fr/hal-02862765,0
https://hal-paris1.archives-ouvertes.fr/hal-02910420,0
https://hal.archives-ouvertes.fr/hal-02435934,2
https://hal.archives-ouvertes.fr/hal-03131121,0
https://hal.archives-ouvertes.fr/hal-03225796,0
https://hal.archives-ouvertes.fr/hal-02877569v4,0
https://hal.archives-ouvertes.fr/hal-03265045,0
https://hal.archives-ouvertes.fr/hal-02488589,0
https://hal.archives-ouvertes.fr/hal-02488592,0
https://hal.archives-ouvertes.fr/hal-02059738,0
https://hal.archives-ouvertes.fr/hal-01770180,0
https://halshs.archives-ouvertes.fr/halshs-01301784,1
https://halshs.archives-ouvertes.fr/halshs-01480525,3
https://halshs.archives-ouvertes.fr/halshs-01516506,0
https://hal-mines-paristech.archives-ouvertes.fr/hal-02451677,0
https://hal.archives-ouvertes.fr/hal-02974389,0
https://hal-sciencespo.archives-ouvertes.fr/hal-01621787,0
https://halshs.archives-ouvertes.fr/halshs-02348625,0
https://hal-insu.archives-ouvertes.fr/insu-01711950,1
https://halshs.archives-ouvertes.fr/halshs-01517185,0
https://halshs.archives-ouvertes.fr/halshs-02348439,1
https://halshs.archives-ouvertes.fr/halshs-01375656,0
https://hal.archives-ouvertes.fr/hal-03252606,0
https://halshs.archives-ouvertes.fr/halshs-01656456,0
https://hal.archives-ouvertes.fr/hal-02139517,0
https://halshs.archives-ouvertes.fr/halshs-02057712,0
https://halshs.archives-ouvertes.fr/halshs-03185855,2
https://hal.archives-ouvertes.fr/hal-02862839,0
https://hal.archives-ouvertes.fr/hal-02948760,0
https://hal.archives-ouvertes.fr/hal-03201751,4
https://halshs.archives-ouvertes.fr/halshs-01885415,0
https://hal.archives-ouvertes.fr/hal-01870896,0
https://hal.univ-lorraine.fr/hal-01760499,0
https://hal.archives-ouvertes.fr/hal-03184996,0
https://hal.archives-ouvertes.fr/hal-02129851,1
https://hal.archives-ouvertes.fr/hal-01794592,0
https://halshs.archives-ouvertes.fr/halshs-02875089,0
https://hal.archives-ouvertes.fr/hal-01856578,0
https://halshs.archives-ouvertes.fr/halshs-01336882,0
https://hal-paris1.archives-ouvertes.fr/hal-03261223,2
https://hal.archives-ouvertes.fr/hal-02877955,0
https://hal-paris1.archives-ouvertes.fr/hal-03261249,1
https://halshs.archives-ouvertes.fr/halshs-03260777,2
https://hal-paris1.archives-ouvertes.fr/hal-03260206,0
https://hal.inrae.fr/hal-02623135,0
https://halshs.archives-ouvertes.fr/halshs-03029860,1
https://hal-paris1.archives-ouvertes.fr/hal-03261205,0
https://hal-paris1.archives-ouvertes.fr/hal-03260731,2
https://hal.archives-ouvertes.fr/hal-02974245,1
https://hal-paris1.archives-ouvertes.fr/hal-03261262,1
https://halshs.archives-ouvertes.fr/halshs-01835213,0
https://hal.archives-ouvertes.fr/hal-02878049,2
https://hal-paris1.archives-ouvertes.fr/hal-02091676,0
https://hal.archives-ouvertes.fr/hal-02877952,1
https://halshs.archives-ouvertes.fr/halshs-01906522,0
https://hal-paris1.archives-ouvertes.fr/hal-03260218,1
https://hal.archives-ouvertes.fr/hal-03252329,0
https://hal-paris1.archives-ouvertes.fr/hal-03261235,1
https://hal-paris1.archives-ouvertes.fr/hal-03260756,0
https://halshs.archives-ouvertes.fr/halshs-01906518,0
https://hal.archives-ouvertes.fr/hal-03252242,0
https://hal.archives-ouvertes.fr/hal-02877948,1
https://hal.archives-ouvertes.fr/hal-03252360,0
https://hal.archives-ouvertes.fr/hal-02275722,0
https://hal.archives-ouvertes.fr/hal-03029021,0
https://hal.univ-lille.fr/hal-02900710,0
https://hal.archives-ouvertes.fr/hal-03027324,2
https://hal.archives-ouvertes.fr/hal-02735358,1
https://halshs.archives-ouvertes.fr/halshs-03231532,0
https://hal.archives-ouvertes.fr/hal-03206951,0
https://halshs.archives-ouvertes.fr/halshs-01509665,0
https://hal.archives-ouvertes.fr/hal-01444339,0
https://hal.archives-ouvertes.fr/hal-03243396,0
https://hal.archives-ouvertes.fr/hal-02889404,0
https://halshs.archives-ouvertes.fr/halshs-01971468,0
https://hal.archives-ouvertes.fr/hal-02342867,2
https://hal.archives-ouvertes.fr/hal-01891157,0
https://halshs.archives-ouvertes.fr/halshs-01905993,0
https://hal.archives-ouvertes.fr/hal-02974290,0
https://hal.archives-ouvertes.fr/hal-03243586,1
